Geneid	0_R1	0_R2	2.5_R1	2.5_R2	5_R1	5_R2	10_R1	10_R2	20_R1	20_R2	30_R1	30_R2	Entity	Symbol	relative changes	negligible changes	Expression of 0	Rows with missing values	Outlier
gene-b4465	17	94	19	248	5	252	2	176	4	131	1	41	host	yggP	1.1212558004049935	0	0	0	1
gene-b1827	330	730	262	529	88	176	37	121	33	61	23	22	host	kdgR	1.0805167655409917	0	0	0	1
gene-b4800	118	283	124	215	44	64	4	29	5	14	1	12	host	ytgA	1.1595906746905633	0	0	0	1
gene-b0673	2746	16302	3042	19756	1981	16614	532	3889	316	2430	248	1468	host	metT	1.1992134252056914	0	0	0	1
gene-b2898	839	3772	633	3730	271	640	122	300	82	227	74	109	host	ygfZ	1.44139880043537	0	0	0	1
gene-b0393	393	2906	373	1859	155	338	76	155	65	126	61	50	host	rdgC	1.5677278005748532	0	0	0	1
gene-b4046	55	527	99	406	47	218	20	107	17	66	13	32	host	zur	1.1955639040244515	0	0	0	1
gene-b0796	78	424	57	358	8	155	11	95	6	69	5	37	host	cecR	1.233338793193248	0	0	0	1
gene-T4p011	4	1	2304	122644	8991	213165	3518	92900	11484	45739	733	22773	phage	gene-T4p011_gene_motB	1.4634002765390504	0	0	0	0
gene-b0039	37	304	64	435	40	295	9	168	5	96	7	47	host	caiA	1.093456058991481	0	0	0	1
gene-b3343	107	447	254	524	96	177	25	67	16	49	8	19	host	tusB	1.1163447211344952	0	0	0	1
gene-b2485	7	43	4	121	2	146	0	93	0	90	1	32	host	hyfE	1.1395559265198119	0	1	0	1
gene-b0977	3	62	12	157	8	155	2	108	2	71	1	40	host	hyaF	1.100378749194	0	0	0	1
gene-b1824	3813	17769	7004	26588	5270	5693	532	821	562	518	130	266	host	yobF	1.3771457037576011	0	0	0	1
gene-b3341	12347	96080	19130	132337	15617	18305	3986	2766	2531	2127	1502	679	host	rpsG	1.5938086288570192	0	0	0	1
gene-b2847	6	110	4	137	3	124	1	82	0	45	0	37	host	yqeI	1.1164715866898955	0	1	0	1
gene-b0812	1865	4868	1311	7138	483	1175	152	275	108	265	72	94	host	dps	1.4458488725890795	0	0	0	1
gene-b3179	1526	4462	2184	5378	812	854	302	16700	174	234	144	108	host	rlmE	1.6536776739914387	0	0	0	1
gene-b2236	125	741	222	911	101	248	56	80	24	45	23	27	host	yfaE	1.3068924775869608	0	0	0	1
gene-b0123	334	984	338	1572	195	605	92	326	28	257	31	120	host	cueO	1.0714362479340989	0	0	0	1
gene-b0018	17	89	35	137	24	81	19	64	5	26	4	18	host	mokC	0.9051919768491395	0	0	0	1
gene-b2988	1112	5004	1213	6768	632	1343	190	521	103	389	88	201	host	gss	1.4024877422298687	0	0	0	1
gene-b1116	298	2149	420	1325	128	268	83	148	40	75	34	38	host	lolC	1.4966063681386421	0	0	0	1
gene-T4p278	9	4	131	15119	6354	323840	19262	695629	68905	362605	3473	79145	phage	rIIB	1.5946802534072346	0	0	0	0
gene-b3631	438	990	388	2099	118	449	43	302	52	188	18	110	host	waaG	1.3064013413510693	0	0	0	1
gene-b2493	120	825	133	1023	63	363	22	226	10	159	15	55	host	yfgO	1.2685242384323379	0	0	0	1
gene-b0260	46	206	44	446	23	432	28	302	22	239	28	113	host	mmuP	0.9597317264221821	0	0	0	1
gene-b3889	3	23	5	53	1	69	1	57	1	32	1	29	host	yiiE	1.050065720099902	0	0	0	1
gene-b1645	41	454	102	637	46	388	31	193	12	173	7	61	host	ydhK	1.1015727098112484	0	0	0	1
gene-b4358	5	91	9	205	5	285	5	178	1	123	0	47	host	lgoD	1.1758763897934503	0	1	0	1
gene-b4411	309	889	458	1424	284	1469	72	324	51	143	11	108	host	ecnB	1.0731219259475564	0	0	0	1
gene-b2837	151	532	160	481	46	232	25	189	15	155	16	57	host	galR	0.9657980258627566	0	0	0	1
gene-b1655	89	731	50	331	20	191	9	90	4	64	8	29	host	mepH	1.4956323449182196	0	0	0	1
gene-b0432	7247	60354	9385	57543	2813	3217	1291	979	1021	1217	934	334	host	cyoA	1.728944753040105	0	0	0	1
gene-b2387	2	13	0	40	1	45	1	22	0	31	0	9	host	fryB	1.1731428423235355	0	1	0	1
gene-b1633	99	846	157	1068	53	189	20	91	12	63	6	44	host	nth	1.5254707313961096	0	0	0	1
gene-b4753	3	5	1	13	2	43	0	13	2	6	0	2	host	yqfH	1.5371932093796679	0	1	0	1
gene-b2585	700	4742	928	4965	346	811	1436	1044	145	276	87	72	host	pssA	1.2673479769255096	0	0	0	1
gene-b1263	108	319	175	408	94	311	41	181	10	165	15	49	host	trpD	0.7988966573255163	0	0	0	1
gene-b2797	193	1019	332	1487	243	389	91	45518	128	165	121	64	host	sdaB	3.0104979248139685	0	0	0	1
gene-b3533	47	1332	120	1079	58	749	35	550	13	455	7	142	host	bcsA	1.1446174565844076	0	0	0	1
gene-b3673	37	432	61	623	41	466	36	312	11	215	9	99	host	emrD	1.0421955562297898	0	0	0	1
gene-b0803	13	114	42	202	30	93	4	49	3	41	0	11	host	ybiI	1.1408901019957864	0	1	0	1
gene-b3055	115	1105	220	1092	97	289	33	161	25	86	13	38	host	ygiM	1.3841773223105196	0	0	0	1
gene-b3764	890	5892	422	3924	282	1339	121	370	134	262	65	160	host	maoP	1.5245647724001874	0	0	0	1
gene-b3839	255	3669	567	4044	234	510	115	307	70	208	61	76	host	tatC	1.6117956361051518	0	0	0	1
gene-T4p040	0	0	2	435	103	18434	970	36483	1862	20449	162	10710	phage	40	1.5166167425284287	0	1	0	1
gene-b2015	60	393	110	400	31	210	15	142	11	100	12	44	host	yeeY	1.0468782442466322	0	0	0	1
gene-b2674	82	134	91	264	25	140	13	82	1	70	4	18	host	nrdI	0.9474587481765426	0	0	0	1
gene-b2890	3462	20359	4602	26679	2453	2931	918	732	624	689	518	273	host	lysS	1.5560868530851764	0	0	0	1
gene-T4p069	0	0	1671	56547	6675	64627	633	10033	885	5676	108	4227	phage	55.4	1.7267174136668872	0	1	0	1
gene-b1220	63	423	136	476	39	207	20	140	11	80	11	33	host	ychO	1.110790326681829	0	0	0	1
gene-b2072	2	38	3	114	5	155	2	93	2	67	0	35	host	pphC	1.1760101273893744	0	1	0	1
gene-b3117	3	60	11	158	4	195	3	137	4	97	2	48	host	tdcB	1.1129289352129097	0	0	0	1
gene-b0162	22	110	53	193	31	243	19	181	5	117	11	40	host	cdaR	0.9172200193792269	0	0	0	1
gene-b2550	57	377	67	429	30	302	24	203	6	120	6	47	host	yphH	1.0438391936674223	0	0	0	1
gene-b4056	170	594	185	534	50	4296	17	10235	15	80	10	35	host	yjbQ	2.1567732291968786	0	0	0	1
gene-b3966	1167	2667	1391	2981	767	920	247	495	150	383	115	151	host	btuB	0.9745523006795175	0	0	0	1
gene-b4456	658	7028	1026	11422	1153	38234	634	13957	406	6785	107	3661	host	glmZ	1.4660569579518945	0	0	0	1
gene-b1877	9	91	25	160	8	54	0	25	2	20	1	10	host	yecT	1.35316526759543	0	1	0	1
gene-b1880	7	64	9	125	4	161	3	138	1	63	0	21	host	flhB	1.1573630425228074	0	1	0	1
gene-b3232	347	1000	420	918	182	420	195	261	150	144	91	72	host	zapE	0.8418896788133923	0	0	0	1
gene-b4840	1149	1773	1455	1277	609	256	239	101	119	68	116	35	host	stfZ	1.0133351760432223	0	0	0	1
gene-b2905	4418	12353	4374	7613	5916	1066	391	402	217	278	139	348	host	gcvT	1.1991235000901053	0	0	0	1
gene-b0740	3005	19217	3665	24200	2133	5010	758	1140	439	869	358	381	host	tolB	1.4963391218173303	0	0	0	1
gene-b3636	3196	27585	4688	33541	2724	5180	471	1023	602	676	148	260	host	rpmG	1.6297818376715443	0	0	0	1
gene-b4789	137	140	345	255	234	50	54	25	19	15	7	9	host	yhgP	1.0234566399122251	0	0	0	1
gene-b3496	49	346	95	588	49	509	15	365	11	275	3	133	host	dtpB	0.9740447236457169	0	0	0	1
gene-b1556	0	10	4	27	1	29	1	24	0	19	1	14	host	essQ	1.0018917018563038	0	1	0	1
gene-b4106	2	39	6	114	1	176	3	122	1	100	1	39	host	phnC	1.1690476955040823	0	0	0	1
gene-b2380	86	625	116	608	17	371	11	227	7	164	4	56	host	pyrS	1.1340911162754086	0	0	0	1
gene-b0243	832	2684	848	3919	345	435	159	214	102	187	93	87	host	proA	1.4093361530671422	0	0	0	1
gene-b4588	2	11	1	36	1	35	1	23	1	21	0	11	host	ylcH	1.0933047033357872	0	1	0	1
gene-b3711	61	547	86	527	34	1395	21	264	22	266	8	95	host	yidZ	1.383243599619999	0	0	0	1
gene-T4p273	1	0	1034	13322	1462	29390	39	15229	277	3005	3	2783	phage	ndd.4	1.5825616243440774	0	1	0	1
gene-b2115	17	78	11	143	3	126	0	111	1	82	1	33	host	yehF	1.0283216172459109	0	1	0	1
gene-b2431	372	1888	569	2588	268	397	90	171	49	139	47	74	host	yfeX	1.4102133178111274	0	0	0	1
gene-b3259	332	2150	466	2770	319	566	145	250	91	170	66	80	host	prmA	1.3724225705439943	0	0	0	1
gene-b0969	94	623	174	615	82	114	28	62	16	43	8	12	host	tusE	1.3610600445945236	0	0	0	1
gene-b4525	5	34	7	41	5	22	0	25	1	12	1	16	host	ymjC	0.9318916106610883	0	1	0	1
gene-b1078	46	176	88	259	47	155	10	123	5	74	2	17	host	flgG	0.9244792770083029	0	0	0	1
gene-b2275	16	127	52	267	29	128	7	68	2	47	1	23	host	yfbP	1.1602471264213907	0	0	0	1
gene-b4207	877	4334	1224	9374	827	3297	376	6491	174	239	107	119	host	fklB	1.2632484988533796	0	0	0	1
gene-b0030	48	397	99	633	87	278	29	145	9	100	9	28	host	rihC	1.1753785039068565	0	0	0	1
gene-b3653	153	1405	249	1700	96	627	33	355	32	282	24	119	host	gltS	1.2637675106592352	0	0	0	1
gene-b0773	188	720	243	901	99	211	37	80	23	58	10	23	host	ybhB	1.288962557069136	0	0	0	1
gene-b4418	744	2778	1006	3508	419	1140	86	238	113	133	26	53	host	sraB	1.283985291610619	0	0	0	1
gene-b1186	370	3128	545	4631	250	700	80	264	40	199	30	73	host	nhaB	1.628185974002638	0	0	0	1
gene-b4470	48	211	66	365	24	279	8	247	10	149	7	58	host	cyuA	0.9675725740036677	0	0	0	1
gene-b2017	51	295	102	300	41	105	9	32	6	28	4	12	host	yefM	1.2382570107387918	0	0	0	1
gene-b2079	98	434	119	299	36	134	14	95	10	44	5	20	host	baeR	1.1540564827361046	0	0	0	1
gene-b1895	26	241	38	208	16	85	4	53	4	40	2	16	host	uspC	1.258133717147446	0	0	0	1
gene-b4377	251	222	372	280	136	287	54	195	24	93	15	31	host	yjjU	0.7095014704188056	0	0	0	1
gene-b2815	1963	15882	3940	16982	3719	15545	2916	6078	1260	4090	822	2348	host	metW	0.9283120014289337	0	0	0	1
gene-b4278	102	448	107	549	35	383	62969	247	12	196	6	121	host	insG	3.194312519603978	0	0	0	1
gene-T4p158	2	0	14	15574	9	28779	19	25645	8111	212796	6773	276409	phage	wac	1.869994483621567	0	1	0	1
gene-b1325	114	586	222	906	75	277	36	169	17	103	15	49	host	ycjG	1.2077747904951353	0	0	0	1
gene-b0130	101	711	124	616	51	342	31	207	19	141	10	59	host	yadE	1.1244037919548848	0	0	0	1
gene-b3902	10	86	23	239	8	300	8	220	5	158	2	60	host	rhaD	1.1072104759629777	0	0	0	1
gene-b0118	14813	78059	19782	77459	15737	17068	5524	3470	2274	2818	1748	1418	host	acnB	1.329531061379962	0	0	0	1
gene-b4102	4	62	5	165	0	192	0	447	1	104	0	32	host	phnF	1.5087687061439903	0	1	0	1
gene-b4042	83	835	93	631	35	181	25	106	23	73	14	33	host	dgkA	1.4397060842075553	0	0	0	1
gene-b2104	72	298	88	331	72	177	21	87	12	66	7	37	host	thiM	0.9764489831549396	0	0	0	1
gene-b3859	562	2275	853	1929	265	565	111	263	96	220	53	85	host	srkA	1.1724189394279882	0	0	0	1
gene-b0160	234	1073	222	1131	58	374	34	179	23	141	9	60	host	dgt	1.2735763154444821	0	0	0	1
gene-b0108	4	40	11	102	4	116	0	73	0	55	0	18	host	ppdD	1.140065866623104	0	1	0	1
gene-b3113	10	44	14	78	4	83	4	48	2	47	6	25	host	tdcF	0.9158843053570682	0	0	0	1
gene-b1631	115	963	214	1066	57	131	37	65	16	51	12	23	host	rsxG	1.5540875455306737	0	0	0	1
gene-b2229	3	49	11	77	5	115	3	75	3	47	1	12	host	yfaT	1.1031439215492451	0	0	0	1
gene-b2691	278	2686	517	3673	251	459	55	132	52	90	27	83	host	argQ	1.6487836160920533	0	0	0	1
gene-b3750	230	681	264	1113	127	671	60	430	62	322	42	136	host	rbsC	0.9097038167032939	0	0	0	1
gene-b0777	639	954	883	2253	499	452	118	152	50	128	48	68	host	bioC	1.1691862417058367	0	0	0	1
gene-b4815	21	63	32	100	25	26	27	21	28	11	23	5	host	ykfO	0.7696691233701095	0	0	0	1
gene-b1794	156	2018	199	1020	52	284	34	117	24	107	20	41	host	dgcP	1.681574238249254	0	0	0	1
gene-b2741	4381	7122	4178	9378	1533	1582	539	520	329	452	274	208	host	rpoS	1.156535762083216	0	0	0	1
gene-b2120	10	136	17	330	10	421	6	268	6	265	3	109	host	yehM	1.0973808205738051	0	0	0	1
gene-b1976	56	281	42	224	24	124	2	66	7	50	7	32	host	mtfA	1.1243702886904123	0	0	0	1
gene-b0308	40	90	43	149	21	157	3	137	0	84	7	59	host	ykgG	0.834241560300458	0	1	0	1
gene-b0750	1670	9418	1361	6507	277	657	123	226	50	211	25	86	host	nadA	1.6883310438852017	0	0	0	1
gene-b2188	307	4316	854	4577	308	42311	124	380	90	273	45	119	host	lapC	2.572579121207602	0	0	0	1
gene-b0505	11	49	16	89	3	119	2	71	0	51	1	12	host	allA	1.0862993509226087	0	1	0	1
gene-b4326	15	65	12	69	5	89	3	415	2	44	0	22	host	iraD	1.7875139640760873	0	1	0	1
gene-b1072	32	66	18	98	10	126	4	103	1	46	4	30	host	flgA	0.9291077702500187	0	0	0	1
gene-b4739	0	5	0	6	1	5	0	11	1	3	0	3	host	ymgL	1.106197753291768	0	1	0	1
gene-b1518	0	22	6	44	5	42	0	24	0	18	2	8	host	lsrG	1.0673916434413169	0	1	0	1
gene-b2771	10	87	11	226	5	286	2	201	2	146	0	55	host	ygcS	1.1485744977854202	0	1	0	1
gene-b4004	296	1368	358	2119	171	631	105	201228	80	195	64	83	host	zraR	3.2210651249302704	0	0	0	1
gene-b2266	445	1790	676	2382	289	443	94	120	41	95	15	37	host	elaB	1.364207495401334	0	0	0	1
gene-b3444	2	51	23	88	18	74	5	42	4	34	0	18	host	insA6	0.9266811239632184	0	1	0	1
gene-b3906	16	93	17	264	6	339	2	222	3	156	1	61	host	rhaR	1.1564067816483714	0	0	0	1
gene-b0823	23	219	33	369	18	362	5	253	11	158	2	55	host	ybiW	1.0768479413493597	0	0	0	1
gene-b3900	3	40	3	98	1	135	1	86	2	50	1	22	host	frvA	1.2028116225871806	0	0	0	1
gene-b2499	2773	37601	1746	17045	372	1959	169	751	109	467	59	405	host	purM	2.031266598639311	0	0	0	1
gene-b2157	133	663	287	1424	107	280	51	150	43	121	18	59	host	yeiE	1.3835444562770796	0	0	0	1
gene-b1600	12	117	65	177	33	71	6	43	4	30	2	14	host	mdtJ	1.063631297540368	0	0	0	1
gene-b1560	4	63	11	131	11	153	3	86	0	78	1	51	host	ydfU	1.0415491776936983	0	1	0	1
gene-b1992	120	59	172	153	45	127	18	111	12	60	14	34	host	cobS	0.7052784394383512	0	0	0	1
gene-b2729	78	498	80	807	45	284	15	185	11	166	8	44	host	hypD	1.2550283569815932	0	0	0	1
gene-b2403	1656	11217	1908	18210	1396	3581	597	984	291	757	219	587	host	valY	1.5384533999302192	0	0	0	1
gene-b4472	437	2598	648	3168	220	1254	168	37841	90	541	74	201	host	yhdP	2.608487463986687	0	0	0	1
gene-b0045	4	87	11	251	7	325	6	230	3	183	1	68	host	yaaU	1.1491565939471389	0	0	0	1
gene-b3356	348	760	336	774	133	229	45	97	22	74	24	48	host	yhfA	1.0754991006010806	0	0	0	1
gene-b0842	127	1007	158	931	87	384	30	225	23	120	14	37	host	mdfA	1.267125812087078	0	0	0	1
gene-b2599	594	1155	787	2563	517	824	168	300	92	201	78	79	host	pheA	1.103024793631909	0	0	0	1
gene-b1412	138	541	142	670	75	200	21	84	14	64	12	25	host	azoR	1.24600413094509	0	0	0	1
gene-b2209	78	608	143	741	128	315	87	110	33	93	20	47	host	eco	1.1274749230007188	0	0	0	1
gene-T4p031	5	0	105	4550	3047	134535	11476	216899	17335	85415	1093	21467	phage	56	1.606110545207431	0	1	0	1
gene-b4541	0	11	0	38	2	56	1	27	0	27	0	18	host	yehK	1.184467375221016	0	1	0	1
gene-b2980	90	953	170	762	74	321	42	172	21	147	18	46	host	glcC	1.2480938462178806	0	0	0	1
gene-b3930	157	601	310	720	144	446	62	280	38	215	20	75	host	menA	0.8536191614672619	0	0	0	1
gene-b3266	77	278	88	800	80	897	70	650	52	414	32	135	host	acrF	1.0163134027706193	0	0	0	1
gene-b0434	735	5144	534	3970	201	571	81	183	54	153	55	61	host	yajG	1.6687965820727646	0	0	0	1
gene-b1826	65	297	175	282	74	120	14	40	10	17	3	28	host	mgrB	1.0665255462204084	0	0	0	1
gene-b1224	43	261	66	505	33	523	8	376	5	280	1	136	host	narG	1.0099060346765816	0	0	0	1
gene-b0078	674	659	903	1440	386	218	98	102	44	53	31	29	host	ilvH	1.1102847381857956	0	0	0	1
gene-b4054	977	1416	1156	1947	519	535	181	265	103	213	72	76	host	tyrB	0.9487670132272165	0	0	0	1
gene-b4060	81	1063	187	1377	117	469	38	157	11	107	5	52	host	yjcB	1.4096065895168892	0	0	0	1
gene-T4p176	4	0	534	39875	1273	29029	300	10602	6158	63388	894	51349	phage	segD	1.2961908335695467	0	1	0	1
gene-b1183	5	69	10	74	5	84	3	51	0	33	1	7	host	umuD	1.0836085309952461	0	1	0	1
gene-b3021	60	207	46	204	16	123	6	60	14	52	6	19	host	mqsA	1.0209983808751273	0	0	0	1
gene-b2677	698	2102	1542	4923	569	703	151	243	76	216	42	94	host	proV	1.4216068793641128	0	0	0	1
gene-b3701	657	3344	1525	5428	625	811	260	362	151	275	98	92	host	dnaN	1.3756686161764686	0	0	0	1
gene-b2060	4	116	6	220	4	339	1	207	3	154	4	36	host	wzc	1.2057320705035592	0	0	0	1
gene-b1079	9	63	32	114	13	74	4	71	2	57	0	14	host	flgH	0.9403118451317383	0	1	0	1
gene-b1044	9	39	9	70	1	63	2	43	1	21	0	10	host	ymdA	1.0785583143366966	0	1	0	1
gene-T4p074	4	0	65	3862	1409	140884	3593	167533	7927	111671	1664	52612	phage	gene-T4p074_gene_nrdG	1.4647259441159695	0	1	0	1
gene-b0446	59	559	83	749	59	1049	33	600	28	421	13	328	host	cof	0.9974251257187459	0	0	0	1
gene-b4349	509	1668	677	2377	334	628	118	339	83	231	70	113	host	hsdM	1.147590423882771	0	0	0	1
gene-b2256	21	121	60	258	13	174	9	118	4	80	2	31	host	arnD	1.0353758905546	0	0	0	1
gene-b1828	23	208	47	264	17	279	11	164	4	82	2	38	host	yebQ	1.057599424610911	0	0	0	1
gene-b0069	96	782	126	961	57	505	34	309	18	232	15	105	host	sgrR	1.1242260966616904	0	0	0	1
gene-b2987	11	108	24	346	16	334	7	241	5	198	3	72	host	pitB	1.109610090524052	0	0	0	1
gene-b0684	700	5420	750	4755	289	611	101	208	76	161	41	69	host	fldA	1.6435442491923469	0	0	0	1
gene-b1870	181	1014	383	971	119	167	51	96	30	72	25	31	host	cmoA	1.3008565165225452	0	0	0	1
gene-b0159	680	5715	775	7115	507	2086	218	670	112	433	76	183	host	mtn	1.4564039379735496	0	0	0	1
gene-b4555	32	136	35	200	17	142	8	97	4	60	0	25	host	yicS	0.9963821344528027	0	1	0	1
gene-b3128	29	109	34	368	16	422	21	478	10	212	8	88	host	garD	1.1268093605599425	0	0	0	1
gene-b0747	1133	8523	1527	10281	842	1385	284	335	167	241	123	105	host	lysY	1.601635647448959	0	0	0	1
gene-b0132	75	254	45	272	29	230	16	339	12	135	6	159	host	rpnC	0.8614518754757337	0	0	0	1
gene-T4p257	0	0	24	6322	2912	64046	230	16072	1008	24092	91	11818	phage	arn	1.6851809850058623	0	1	0	1
gene-b2710	22	186	40	287	10	295	6	996	1	136	0	47	host	norV	1.6011063917906245	0	1	0	1
gene-b3351	127	269	148	245	52	245	25	178	25	130	14	44	host	kefG	0.7187218800405627	0	0	0	1
gene-b1675	76	193	74	258	48	109	8	26	7	28	4	15	host	fumD	1.0942919976440666	0	0	0	1
gene-b2272	1	24	2	60	2	73	0	39	0	36	0	18	host	yfbM	1.1555991770076712	0	1	0	1
gene-b0722	997	5099	2114	5611	839	521	294	139	195	106	105	40	host	sdhD	1.4077545365071937	0	0	0	1
gene-b2183	398	2974	639	3153	264	430	109	150	55	86	44	39	host	rsuA	1.5460459138799396	0	0	0	1
gene-b1882	29	44	30	61	7	66	5	50	2	23	2	6	host	cheY	0.8324029520347782	0	0	0	1
gene-b4341	2	25	5	39	2	71	1	56	0	23	0	22	host	yjiS	1.1200939027517107	0	1	0	1
gene-b2184	36	769	114	692	21	349	18	225	19	140	7	42	host	radD	1.2632901306537085	0	0	0	1
gene-b4232	654	5243	692	6027	270	790	120	288	69	279	54	105	host	fbp	1.642617307098967	0	0	0	1
gene-b2218	369	2217	635	2381	188	663	88	409	45	299	23	151	host	rcsC	1.248182042908526	0	0	0	1
gene-b1082	59	186	83	295	30	282	16	185	12	123	6	38	host	flgK	0.910823148978377	0	0	0	1
gene-b1481	0	101	2	73	1	34	0	14	0	10	0	6	host	bdm	1.5865333921491203	0	1	0	1
gene-b4665	61	572	70	1112	50	495	15	262	21	247	8	161	host	ibsC	1.2286462208586106	0	0	0	1
gene-b2203	10	80	16	113	4	75	5	56	1	37	1	13	host	napB	1.0591154518471264	0	0	0	1
gene-b1912	91	1131	149	856	39	217	17	94	11	65	6	34	host	pgsA	1.5622294948373732	0	0	0	1
gene-b3584	16	82	23	198	15	268	13	157	10	159	4	56	host	yiaT	1.0301608980236487	0	0	0	1
gene-b3896	19	123	26	505	20	341	7	249	10	143	5	50	host	yiiG	1.2366834136602394	0	0	0	1
gene-b4752	42	278	40	348	18	197	6	39	4	17	0	22	host	yecU	1.3622052714543045	0	1	0	1
gene-b2131	103	474	137	534	48	173	18	93	11	73	10	28	host	osmF	1.196080989748573	0	0	0	1
gene-b4672	10	25	9	45	2	17	0	15	1	6	0	2	host	ymiB	1.1552968206489849	0	1	0	1
gene-b0836	16	48	3	79	2	83	1	49	1	35	1	8	host	bssR	1.0909038158948263	0	0	0	1
gene-b1278	86	517	143	382	36	134	25	82	12	72	4	26	host	pgpB	1.2097456237797903	0	0	0	1
gene-b2930	17	72	18	225	10	278	5	188	4	130	0	45	host	yggF	1.137518510215199	0	1	0	1
gene-b3141	6	68	14	156	1	213	2	169	2	123	4	63	host	agaI	1.0845904546466572	0	0	0	1
gene-b0299	35	348	57	453	18	324	14	210	8	139	7	67	host	insF1	1.0696532911487284	0	0	0	1
gene-b4080	5	92	11	250	7	310	2	215	4	175	0	68	host	mdtP	1.1405802077081266	0	1	0	1
gene-b2307	223	602	535	1257	135	228	27	119	19	90	12	47	host	hisM	1.2750962779391235	0	0	0	1
gene-b1296	129	747	393	1507	125	339	33	181	8	138	8	45	host	puuP	1.3655721119364361	0	0	0	1
gene-b4359	400	2421	495	2076	175	849	98	462	69	324	58	130	host	opgB	1.2059830247386063	0	0	0	1
gene-b2312	2507	29459	1960	16396	401	1329	197	536	118	467	73	247	host	purF	1.9453968833283228	0	0	0	1
gene-b0135	19	76	21	335	4	304	2	183	2	101	3	38	host	yadC	1.2645428887786105	0	0	0	1
gene-b0918	449	2424	641	2022	324	508	148	157	75	135	52	65	host	kdsB	1.3030996641446413	0	0	0	1
gene-b2790	164	914	159	978	72	223	34	128	12	79	18	20	host	yqcA	1.3936329646058505	0	0	0	1
gene-b3835	569	3862	1096	4835	378	5611	168	1897	137	314	88	129	host	ubiB	1.2157970240069043	0	0	0	1
gene-b3508	14	202	69	571	12	171	3	161	1	97	0	44	host	yhiD	1.3814860665316595	0	1	0	1
gene-b1811	65	491	103	405	45	117	18	45	10	39	5	14	host	yoaH	1.3661248620932345	0	0	0	1
gene-b4675	29	152	28	94	8	56	5	26	3	13	0	12	host	yoaJ	1.2242183519695122	0	1	0	1
gene-b4506	0	20	1	47	1	47	3	39	1	28	0	15	host	ykgO	1.0791170821975167	0	1	0	1
gene-b0335	16	129	28	352	14	389	10	290	2	190	4	47	host	prpE	1.1423494794432965	0	0	0	1
gene-b3491	21	124	58	338	18	266	7	209	6	141	2	64	host	yhiM	1.0380643472519706	0	0	0	1
gene-b3531	37	250	55	494	23	362	11	242	5	284	9	126	host	bcsZ	0.9957025183108508	0	0	0	1
gene-b2553	310	2017	307	1613	142	437	41	118	20	104	25	40	host	glnB	1.477463038800133	0	0	0	1
gene-b1739	391	1136	480	1390	264	329	78	128	36	85	24	66	host	osmE	1.1662285330987465	0	0	0	1
gene-T4p093	3	0	1174	78668	5952	65758	540	8081	723	10164	302	11787	phage	nrdC.9	1.6983117927106852	0	1	0	1
gene-b0579	23	274	50	278	9	123	5	75	3	48	2	16	host	ybdF	1.2705282623407037	0	0	0	1
gene-b3076	18	215	31	580	15	831	13	508	6	394	4	124	host	ebgA	1.185355915574198	0	0	0	1
gene-b0211	1327	9180	1734	10705	760	1325	251	317	152	268	132	95	host	mltD	1.610286390747001	0	0	0	1
gene-b4225	77	82	85	216	25	154	19	116	15	92	6	45	host	chpB	0.7712495312728963	0	0	0	1
gene-b0523	1110	10174	753	4626	179	536	83	202	23	141	30	112	host	purE	1.9297774049384475	0	0	0	1
gene-b0311	351	1883	934	2859	576	706	156	314	49	214	28	93	host	betA	1.2131991964895872	0	0	0	1
gene-b4320	26	367	42	461	22	298	6	190	9	142	1	81	host	fimH	1.107075336991872	0	0	0	1
gene-b0477	251	2783	424	2447	173	569	98	273	71	193	45	58	host	gsk	1.47711904454833	0	0	0	1
gene-b1143	44	448	27	317	4	145	0	72	7	56	2	32	host	ymfI	1.4185619273275445	0	1	0	1
gene-b1883	18	56	18	118	7	167	3	107	3	57	3	21	host	cheB	1.0882614241475934	0	0	0	1
gene-b0047	120	822	169	1347	56	609	30	362	18	286	7	128	host	kefC	1.1866959150467435	0	0	0	1
gene-b3794	247	740	283	649	113	365	72	257	45	133	39	94	host	rffM	0.8750838271049819	0	0	0	1
gene-b3546	206	948	311	1078	92	467	48	314	39	237	18	96	host	eptB	1.0469961842955136	0	0	0	1
gene-b1097	167	1040	278	1182	114	325	76	181	33	107	25	60	host	mltG	1.2532534663068045	0	0	0	1
gene-b3529	155	767	253	889	91	616	41	404	17	405	24	159	host	pdeK	0.9033163232119329	0	0	0	1
gene-T4p001	9	1	169	14103	5188	321245	9454	585467	22485	202773	660	62039	phage	rIIA	1.7150701748776023	0	0	0	0
gene-b3864	169	1002	272	1435	282	856	51	326	166	346	18	159	host	spf	0.9895689025666592	0	0	0	1
gene-b0345	116	991	184	928	81	438	43	249	19	201	17	74	host	lacI	1.1680834239691442	0	0	0	1
gene-T4p112	1	1	1239	56308	4848	46940	1068	27637	1463	24552	299	20923	phage	vs.1	1.2325701407102674	0	0	0	0
gene-b1789	29	194	46	240	5	100	5	62	4	53	2	14	host	yeaL	1.1957158384243394	0	0	0	1
gene-b0237	2789	13061	3142	18989	1805	2176	535	655	347	531	241	234	host	pepD	1.5430197997767345	0	0	0	1
