Geneid	0_R1	0_R2	0_R3	1_R1	1_R2	1_R3	4_R2	4_R3	7_R1	7_R2	7_R3	20_R1	20_R2	20_R3	Entity	Symbol
gene-b2650	0	0	0	1	0	0	0	0	0	0	0	0	0	0	host	ypjC
gene-b0809	7642	9882	5459	12509	4955	4909	1803	2342	496	1200	822	440	536	232	host	glnQ
gene-b3645	143	142	69	274	176	114	69	53	21	64	33	8	14	5	host	dinD
gene-b2460	31	29	18	40	22	12	9	8	0	6	7	0	2	2	host	eutQ
gene-b2930	30	45	13	72	32	24	22	15	3	5	6	2	4	2	host	yggF
gene-b0381	6521	7295	3377	8339	6058	5152	1450	1720	421	1062	682	317	463	149	host	ddlA
gene-b3500	11953	14088	4959	14917	9016	6155	3274	2921	875	2119	1205	697	974	287	host	gor
gene-T4p052	0	2	23	187	107	65	68970	39039	124479	261795	126852	29146	32585	11102	phage	rpbA
gene-b0607	2284	3689	1304	4214	2956	1756	459	444	118	343	203	110	166	52	host	uspG
gene-b0712	5050	4795	2478	6062	3491	2608	815	938	199	530	396	221	330	101	host	pxpC
gene-b2103	4366	6455	2600	5353	4269	3236	1117	1513	383	897	611	392	490	175	host	thiD
gene-b3827	1206	1202	638	1308	949	688	224	209	57	168	92	67	104	22	host	bioP
gene-b3105	1115	1346	429	1369	756	628	200	192	65	149	98	42	67	28	host	yhaJ
gene-T4p078	0	0	83	807	469	350	50242	37772	53555	129813	61979	76015	88616	35658	phage	gene-T4p078_gene_49
gene-b4734	70	79	43	161	123	51	15	22	4	22	4	5	2	1	host	yldA
gene-b3041	11173	15036	5027	16317	11174	7364	1840	1531	579	1486	785	519	739	221	host	ribB
gene-b3613	7243	10857	4130	16032	14216	7995	3157	2649	832	2307	1191	519	989	206	host	envC
gene-b0142	769	1276	591	829	652	717	406	439	89	232	135	96	111	22	host	folK
gene-b3381	20	28	11	23	17	18	10	6	4	4	2	4	5	1	host	yhfX
gene-b1204	1221	1625	553	1674	1384	1079	642	647	129	301	128	83	107	33	host	pth
gene-b3175	47267	74016	17951	98616	80418	51688	14559	8911	2661	7339	2985	2168	3324	1069	host	secG
gene-b4721	7	38	7	6	20	5	4	1	1	5	4	1	1	0	host	ytiD
gene-b0011	103	115	54	216	166	92	28	34	10	23	8	5	7	3	host	yaaW
gene-b1834	4011	4122	1997	5302	4121	3218	1034	1146	249	789	401	259	386	90	host	letB
gene-b4538	635	791	383	2105	1630	889	143	178	58	150	78	21	39	10	host	yoeF
gene-b0893	52905	68684	25904	64131	49105	36188	13444	14742	3435	8564	5246	2748	3949	1171	host	serS
gene-T4p237	1	7	291	1332	722	617	352072	296375	274396	643228	372451	290308	309152	141915	phage	td
gene-b1267	1933	2724	950	2898	2223	1422	765	785	181	532	287	96	153	51	host	yciO
gene-b4461	6674	8099	3320	10644	7841	5824	1384	1268	396	1122	501	397	560	142	host	yfjD
gene-b1465	127	148	66	198	99	80	25	25	9	19	9	5	14	6	host	narV
gene-b4379	812	1053	425	1568	1460	735	167	145	53	159	80	49	87	23	host	yjjW
gene-b2621	1484649	1920603	704100	2729013	1671286	1268342	1270705	1208118	881123	1830997	1153836	1412913	1449930	568135	host	ssrA
gene-b3786	4216	5915	2669	7334	7036	4981	2180	2094	473	1238	604	335	516	161	host	wecB
gene-b3984	235704	144138	75568	124728	87332	79642	92430	101729	21725	60867	35166	8474	11620	4640	host	rplA
gene-b1983	3908	4974	2504	6877	5415	4506	3196	3498	1021	2436	1599	251	369	141	host	yeeN
gene-b4163	10148	15442	4247	28882	19289	14153	7817	5234	1273	3574	1251	921	1405	287	host	glyV
gene-b4517	3086	4145	1629	4641	2982	2435	951	1000	262	751	451	122	189	51	host	gnsA
gene-b2418	3362	4687	1809	5044	3931	2333	847	748	209	574	328	152	254	78	host	pdxK
gene-b2594	4306	5670	2219	6310	4922	3674	2867	3113	661	1670	754	288	442	130	host	rluD
gene-b3161	2454	2334	1175	3924	2565	1530	533	708	189	497	253	107	174	42	host	mtr
gene-b3103	591	895	265	855	523	396	127	136	57	112	61	34	34	19	host	yhaH
gene-b4184	12	24	10	27	21	15	14	7	2	5	4	0	0	1	host	yjfL
gene-b4714	2	3	3	11	5	4	5	0	1	7	2	0	0	0	host	ralA
gene-b1790	382	336	203	541	410	285	80	78	30	63	22	22	19	8	host	nimR
gene-b0144	784	830	419	1090	847	730	378	444	96	212	84	68	79	25	host	gluQ
gene-b1214	6014	7737	3145	10838	8871	5865	2472	2534	593	1537	672	375	541	167	host	ychA
gene-b2845	1289	1726	679	1732	1351	1280	840	1010	173	449	197	86	133	38	host	yqeG
gene-b4559	446	495	184	970	763	480	84	86	25	89	60	7	24	3	host	ghoT
gene-b2826	59	62	32	102	72	43	27	17	5	9	5	3	7	1	host	ppdA
gene-b4808	17	11	11	31	30	15	9	10	1	4	0	3	1	1	host	chiZ
gene-b4114	9701	7906	5010	8215	5517	7390	1901	2970	551	1262	885	434	599	327	host	eptA
gene-b1557	0	0	0	2	1	4	0	0	0	1	0	0	0	0	host	cspB
gene-b2121	108	96	44	126	94	51	32	11	9	19	7	7	9	2	host	yehP
gene-b0531	20	26	12	48	44	38	19	24	4	19	12	3	7	0	host	sfmC
gene-b1623	6681	9681	3123	12406	9440	5769	1982	1999	697	1430	974	477	723	208	host	add
gene-b3941	1482	1780	703	1914	1507	1185	331	381	184	361	277	165	221	94	host	metF
gene-b2548	94	111	41	101	83	58	20	25	11	19	8	7	14	2	host	yphF
gene-b3535	322	513	119	538	319	238	60	72	35	61	25	12	14	11	host	yhjR
gene-b4049	3059	4504	1495	5668	4405	3329	1666	1364	367	880	399	263	411	126	host	dusA
gene-b3817	18	25	14	49	22	20	13	16	2	12	3	1	4	1	host	yigF
gene-b3527	2918	3913	1261	5123	3413	2173	1025	789	269	719	311	191	321	86	host	yhjJ
gene-b0444	1144	1379	469	1797	1168	870	293	223	67	199	104	56	78	28	host	queC
gene-b1572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	host	ydfB
gene-b0058	1520	1394	846	2152	1765	1876	1291	1399	389	915	459	175	186	67	host	rluA
gene-b0525	25781	32714	14064	39792	27892	22398	8284	8646	2223	5714	3468	1289	1881	603	host	ppiB
gene-b2429	1089	894	468	1201	805	582	218	266	64	161	99	49	69	28	host	murP
gene-b3198	6957	6608	2851	9917	7646	5018	1381	1334	367	1030	495	394	580	158	host	kdsC
gene-b1384	135	128	64	359	260	138	60	46	9	22	19	6	11	6	host	feaR
gene-b1580	81	97	36	194	125	94	74	51	16	42	24	8	7	7	host	rspB
gene-b1637	11357	16139	6192	15809	12237	10143	4115	4472	1093	2689	1539	732	1047	452	host	tyrS
gene-b0828	6003	10886	2831	8150	9413	3859	1084	652	313	1022	444	275	545	117	host	iaaA
gene-b4799	379	588	119	456	264	215	110	61	17	49	19	6	10	0	host	ysgD
gene-b3858	4435	7800	3097	8552	6746	4927	2039	2031	591	1578	1012	294	485	139	host	yihD
gene-b2535	2399	2280	1325	2969	1863	1561	888	899	221	530	359	116	207	61	host	csiE
gene-b0368	787	831	373	931	1003	435	212	132	39	159	67	47	75	18	host	tauD
gene-b3900	14	25	10	23	22	10	7	5	0	7	3	0	2	0	host	frvA
gene-b0001	3027	2203	1081	5352	1160	3103	815	772	77	421	195	144	202	32	host	thrL
gene-b4735	38	41	24	80	21	36	12	15	1	12	4	3	10	1	host	ybgU
gene-T4p070	0	2	55	11025	12980	10953	136673	141575	55621	139709	106249	18977	25385	10336	phage	55.5
gene-b4680	223	1078	152	503	456	402	165	98	23	68	28	27	42	21	host	ypdK
gene-T4p131	1	1	34	23741	22060	24646	114416	150018	22466	67501	52475	4433	6145	2686	phage	e.8
gene-b4167	2328	2361	936	3084	2123	1442	529	460	120	294	178	115	163	48	host	nnr
gene-b3779	15976	16625	7169	19141	15633	10419	5048	5104	1269	3437	1642	1004	1421	454	host	gpp
gene-b1629	2381	1833	1212	1902	1489	1855	1237	1252	199	545	289	174	195	60	host	rsxC
gene-b3997	6584	8807	3901	8081	6192	5319	2407	2357	532	1555	931	435	718	213	host	hemE
gene-T4p061	0	2	88	475	194	94	43120	26082	56013	133039	67040	134425	128873	62199	phage	a-gt.2
gene-b0991	1329	1671	730	3162	2457	1767	2022	1499	496	1415	442	190	398	41	host	ymcE
gene-b4741	484	857	212	969	635	397	78	80	19	67	37	24	23	10	host	ymiC
gene-b1599	142	149	63	343	275	213	88	86	30	54	32	8	20	3	host	mdtI
gene-T4p236	0	0	47	364	171	77	27647	15004	42470	87713	44249	50837	51446	24774	phage	nrdA.2
gene-b4443	49018	88004	34445	89521	49935	69496	37763	37693	8235	23674	14946	6518	10116	2444	host	gcvB
gene-b3765	633	629	324	1151	660	472	307	279	59	206	95	39	63	16	host	yifB
gene-b1348	0	5	0	7	3	2	2	2	1	2	1	1	0	0	host	ralR
gene-T4p012	0	2	82	1843	2421	2534	206391	192338	139940	298689	204098	53634	65996	22282	phage	motB.1
gene-b3856	462	491	200	638	397	269	81	68	30	70	22	27	26	14	host	gene-b3856_gene_mobB
gene-b2490	59	44	32	93	60	48	19	16	13	14	7	4	8	1	host	hyfJ
gene-T4p259	0	3	37	234	102	137	97381	82705	48001	112990	77055	18918	17508	7816	phage	arn.2
gene-b0913	689	839	350	1353	868	578	224	193	57	169	92	44	62	16	host	ycaI
gene-b1210	12269	13437	6284	20674	16312	10913	2609	2504	667	1949	1019	640	993	274	host	hemA
gene-b2077	494	454	192	608	405	258	68	81	27	75	34	20	28	5	host	mdtD
gene-b4428	1264	1761	601	1830	1559	947	428	457	139	357	152	94	152	42	host	hokB
gene-b4043	15166	17181	6920	20170	14998	10182	2595	2747	810	2201	1346	774	1073	404	host	lexA
gene-b0685	2271	2405	835	4208	3116	2053	773	688	163	464	202	139	188	64	host	ybfE
gene-b2719	260	288	129	323	228	149	64	71	16	57	27	18	25	6	host	hycG
gene-b3233	24169	28063	10586	31798	22328	13445	3119	2585	950	2689	1604	915	1368	416	host	yhcB
gene-b2308	3342	2512	1419	3960	1951	1660	385	450	144	302	226	98	118	51	host	hisQ
gene-b3052	3080	3510	1342	3818	2646	1920	959	929	277	600	355	212	299	121	host	hldE
gene-b4151	21369	40924	13094	52323	51545	25185	10927	10212	2202	6852	3723	1780	3373	848	host	frdD
gene-b4747	9	11	2	15	8	8	12	7	2	3	2	0	1	1	host	yneP
gene-b4066	35	44	26	90	73	45	31	22	4	20	6	3	4	5	host	yjcF
gene-b2568	7475	8980	4099	8783	8127	6874	4104	4322	1023	2195	1266	503	677	259	host	lepB
gene-b4301	542	661	228	817	679	404	192	166	32	110	56	30	45	8	host	sgcE
gene-b0161	6204	6929	2764	8789	5668	4077	3295	2508	1196	2298	1045	478	701	176	host	degP
gene-b0555	94	77	37	213	157	82	18	8	5	25	6	9	3	3	host	rrrD
gene-b0041	65	107	29	91	58	60	19	16	5	13	11	2	9	2	host	fixA
gene-T4p266	1	0	8	67	48	70	78776	64862	53139	119867	75923	4250	5845	1858	phage	ac
gene-b4728	718	869	386	979	640	587	277	235	47	182	76	42	59	19	host	yadW
gene-b2385	80	59	40	94	77	52	25	17	6	29	2	3	7	2	host	ypdF
gene-b2795	17321	25181	9061	27161	19310	11493	7346	6516	2218	5534	2972	1088	1768	453	host	ppnN
gene-b0613	120	127	40	175	113	61	17	14	7	18	11	8	10	0	host	citG
gene-b4459	50	41	28	95	89	44	15	17	4	13	8	3	5	2	host	ryjA
gene-b4226	33897	41370	17300	50468	36382	27681	13542	17537	5873	12113	8765	2024	2932	932	host	ppa
gene-b3188	432	600	315	748	575	429	232	198	64	166	83	33	48	15	host	sfsB
gene-b1984	55	73	29	100	46	64	60	38	6	26	16	13	19	7	host	asnW
gene-b4071	1768	3278	1009	4763	2393	1751	173	167	106	185	129	110	152	57	host	nrfB
gene-b0426	13603	16400	6821	19353	14175	9729	3668	3937	1146	2800	1864	725	1013	290	host	yajQ
gene-b2698	282	284	132	382	298	206	79	115	25	71	37	23	35	10	host	recX
gene-b2159	3328	4105	1785	4703	3379	2256	911	901	254	619	440	183	266	80	host	nfo
gene-T4p154	0	0	155	9499	4192	1677	3694	1653	4219	7988	2342	170065	178327	94418	phage	9
gene-b2434	1664	1593	596	2518	1442	1160	232	204	67	181	122	65	106	36	host	ypeA
gene-b1166	5	3	4	6	6	5	0	2	0	0	2	1	1	0	host	ariR
gene-b3993	379	319	163	383	238	177	128	138	33	72	45	16	43	9	host	thiE
gene-b0036	51	57	27	69	47	33	20	13	7	16	10	4	6	1	host	caiD
gene-b1007	115	114	54	125	100	64	21	14	6	16	9	2	8	1	host	rutF
gene-b1755	865	1173	539	1560	1717	1017	425	447	74	238	120	56	115	36	host	ynjC
gene-b3364	1723	2940	1347	2035	1724	1371	2871	2338	335	968	411	210	328	84	host	tsgA
gene-b2059	85	91	29	142	94	51	11	14	4	15	6	3	6	2	host	wcaA
gene-b1439	920	905	419	1443	1102	704	200	178	64	178	75	50	81	25	host	ydcR
gene-b0212	2061	2950	1171	3853	2911	1993	723	746	149	520	225	122	170	53	host	gloB
gene-b4787	419	419	156	693	411	334	102	66	26	64	32	27	37	10	host	yqiM
gene-b4057	1932	2193	916	2736	1817	1045	261	214	79	206	134	93	131	38	host	yjbR
gene-b3446	13	19	6	25	27	16	7	8	0	6	1	0	0	0	host	yrhB
gene-b1444	291	386	120	576	352	213	56	57	19	59	31	22	28	5	host	patD
gene-b3100	3082	3960	1485	4563	3869	2283	865	919	277	670	447	171	244	78	host	yqjK
gene-b3577	9	9	3	20	10	4	5	6	2	6	2	3	0	0	host	yiaM
gene-b3946	302	375	174	474	289	200	129	87	21	89	36	24	36	5	host	fsaB
gene-b3536	5393	6099	2564	8839	5418	3405	651	579	250	702	368	269	335	90	host	bcsE
gene-b3293	795	834	360	1052	719	607	272	248	66	172	88	38	63	22	host	yhdN
gene-b3013	206	193	94	327	233	190	89	77	21	49	29	7	8	5	host	yqhG
gene-b4834	88	112	51	120	97	47	20	19	5	16	7	3	5	2	host	xylZ
gene-b1886	175	150	67	321	197	111	32	25	5	40	15	3	14	1	host	tar
gene-b0375	91	96	50	154	107	85	48	70	13	40	15	4	14	3	host	iprA
gene-b0064	671	601	253	678	408	307	56	72	23	55	37	25	37	13	host	araC
gene-b4748	351	301	189	1889	1449	982	197	278	44	224	99	48	64	18	host	ynfT
gene-b4711	1	0	0	2	1	1	1	2	0	0	0	0	2	0	host	insH21
gene-b4023	1703	2578	1046	3229	2510	1458	434	466	162	422	202	98	195	36	host	yjbD
gene-b3212	63219	67989	31995	61817	44706	35359	19096	26291	5699	12135	9670	4061	4937	1733	host	gltB
gene-b3764	8829	12963	3868	10881	6249	5089	2647	2070	480	1424	775	357	483	136	host	maoP
gene-b0349	115	140	38	107	79	56	26	26	8	17	14	5	6	3	host	mhpC
gene-b1256	891	2056	641	1504	1171	948	276	350	109	242	217	66	143	56	host	ompW
gene-b2671	273	380	136	549	304	213	46	31	13	31	15	7	13	1	host	ygaC
gene-b3719	210	223	87	287	181	130	76	73	19	64	34	13	1	5	host	yieL
gene-T4p034	0	0	24	105	85	176	55784	53727	37335	90054	57260	15807	21832	6537	phage	61.1
gene-b3667	451	427	159	727	422	337	152	141	32	84	48	23	37	13	host	uhpC
gene-b4572	92	110	51	111	72	56	33	23	6	28	5	6	8	2	host	ylbE
gene-b3104	39	37	16	72	46	35	11	16	7	15	6	2	2	1	host	yhaI
gene-b4060	3603	3465	1460	5330	3490	2244	1403	1138	312	843	409	266	310	89	host	yjcB
gene-b1960	0	0	0	1	1	0	0	0	0	0	0	0	0	0	host	vsr
gene-b2441	231	264	89	265	165	121	57	51	20	41	22	14	24	4	host	eutB
gene-b3822	2439	4114	1517	3514	3108	2600	966	904	221	594	304	195	334	90	host	recQ
gene-b2691	4957	8070	2458	10959	10699	5952	1568	1416	369	843	322	260	380	119	host	argQ
gene-b4746	2	5	0	2	0	2	2	2	0	0	0	0	1	0	host	yddY
gene-b4073	793	1955	459	2878	1588	1121	228	218	118	192	129	112	135	40	host	nrfD
gene-b1379	1527	2034	668	2422	1949	1211	378	351	89	237	137	77	110	30	host	hslJ
gene-b3331	127	129	54	246	182	94	29	32	13	17	14	4	15	2	host	gspJ
gene-b1774	42	44	24	69	45	44	20	20	5	16	5	6	7	4	host	ydjJ
gene-b4172	15288	21437	8079	22105	15215	11095	6928	7107	2403	5799	4098	1096	1553	569	host	hfq
gene-b0698	67	76	20	98	53	28	19	13	4	14	3	2	7	2	host	kdpA
gene-b1610	645	538	246	726	472	387	76	116	43	86	50	33	35	17	host	tus
gene-b4331	292	334	123	479	333	177	82	65	33	71	25	13	27	6	host	kptA
gene-b3303	180717	99777	48292	101768	51342	49714	30396	44195	8871	19495	13941	4421	5207	2729	host	rpsE
gene-b2381	2736	2877	1192	3098	2441	1929	466	415	122	355	179	106	189	53	host	pyrR
gene-b2571	12749	11869	5350	22718	14263	8551	2264	1800	944	2054	822	622	920	278	host	rseB
gene-b1986	50	74	48	156	78	92	99	74	8	40	27	18	25	6	host	asnU
gene-b0899	141	202	58	285	189	168	72	77	15	52	25	9	16	4	host	ycaM
gene-b4051	2797	3490	1262	4530	2662	1592	315	271	122	294	184	138	178	61	host	qorA
gene-b4131	497	603	216	879	587	363	120	119	24	84	50	25	43	15	host	cadA
gene-b1160	3	5	5	11	11	3	9	6	3	5	1	0	1	1	host	iraM
gene-b4825	7681	11195	3892	17372	13737	7197	1705	1418	431	1354	595	362	555	147	host	aspX
gene-b1712	17580	23848	9049	24625	21095	12720	7820	8806	2360	6252	3289	1148	1570	580	host	ihfA
gene-b0761	2724	3225	1517	4250	2799	2076	733	773	198	546	292	154	203	57	host	modE
gene-b1554	1	3	3	13	3	8	0	1	1	1	3	1	0	0	host	rrrQ
gene-b2784	12878	13355	5160	15489	10222	7405	1941	1969	588	1575	885	625	914	291	host	relA
gene-b3182	2451	3354	1349	3427	2659	2151	749	669	177	502	231	203	280	79	host	dacB
gene-b1908	2280	2924	1125	5368	3520	2224	1105	804	244	691	254	170	271	102	host	yecA
gene-b0217	97	91	57	227	188	127	135	113	19	53	13	10	16	3	host	yafT
gene-b4334	985	2663	766	3171	3423	1763	501	411	118	403	167	131	218	59	host	yjiL
gene-b3568	327	320	126	476	341	237	67	57	19	81	21	7	29	13	host	xylH
gene-b3422	595	621	282	725	569	423	185	168	51	117	64	30	52	23	host	rtcR
gene-b2223	81	115	34	140	94	62	31	11	3	13	7	4	6	2	host	atoE
gene-b3994	1352	1386	519	2177	1582	868	335	341	125	231	149	59	82	30	host	thiC
gene-b0785	3631	2931	1562	3417	1776	1953	387	344	144	331	174	119	159	59	host	moaE
gene-b1515	103	110	32	102	85	49	20	13	4	15	9	1	6	2	host	lsrD
gene-b4845	632	751	151	683	378	307	171	131	24	104	43	13	11	5	host	xtpA
gene-b3494	497	626	183	688	441	284	87	81	38	69	38	25	28	16	host	uspB
gene-b4080	220	248	71	301	239	136	34	54	17	43	25	6	15	1	host	mdtP
gene-b3296	332534	217869	118312	271597	144759	151079	69165	102109	19508	45897	28294	9283	11738	5051	host	rpsD
gene-b2431	16161	27319	7784	22931	20815	10618	3460	2849	1038	2958	1434	1019	1677	393	host	yfeX
gene-b1462	90	120	51	126	95	59	26	26	5	8	11	1	10	4	host	yddH
gene-b0858	454	632	190	694	501	318	120	107	29	73	43	23	24	9	host	ybjO
gene-b4186	128	128	55	229	163	108	43	33	13	32	16	12	9	3	host	yjfC
gene-b2837	2395	2179	1015	2646	1837	1291	304	301	102	288	151	100	131	38	host	galR
gene-b3185	47865	75693	24999	68976	56154	43773	39607	36624	7021	17228	8616	3877	5050	1791	host	rpmA
gene-b3032	9056	9159	4111	11229	8920	6138	1625	1700	461	1245	720	400	620	172	host	cpdA
gene-b2503	770	1268	446	1752	1312	915	233	253	59	182	98	47	68	21	host	pdeF
gene-b3510	91	132	54	153	126	74	18	22	7	16	25	3	6	1	host	hdeA
gene-b1277	8405	11599	4147	12539	9764	5761	2266	2230	530	1658	850	501	758	221	host	ribA
gene-b2371	55	76	25	174	144	85	43	44	12	21	22	1	4	3	host	yfdE
gene-b3833	8571	11154	4526	12122	10198	7249	1898	2117	548	1664	893	529	802	239	host	ubiE
gene-b4323	1488	1180	656	1710	1035	737	228	246	84	174	103	68	87	27	host	uxuB
gene-b0769	12	10	4	20	7	18	10	8	1	6	3	3	3	0	host	ybhH
gene-b1805	1814	2141	902	2331	1743	1503	1646	1600	378	900	316	160	226	72	host	fadD
gene-b1562	4567	6222	1941	5788	5313	2988	1368	1457	457	1111	617	284	333	122	host	hokD
gene-b0558	0	0	0	0	0	0	1	0	0	0	0	0	0	0	host	ybcV
gene-b1854	32947	55510	20749	61251	52764	32653	15819	16268	3590	9083	5897	2599	4141	1214	host	pykA
gene-b2267	724	1119	355	1537	913	635	187	137	48	140	74	38	62	13	host	elaA
gene-b0016	2417	2154	1112	2931	2229	1707	790	1014	208	560	254	118	182	41	host	insL1
gene-b3358	8414	8557	4333	15066	11721	7660	1218	1209	448	1119	682	390	590	183	host	yhfK
gene-T4p194	1	0	70	4261	1949	772	1804	801	2053	3259	986	64309	57954	51685	phage	29
gene-b1468	585	695	229	813	561	376	142	163	33	83	46	29	45	13	host	narZ
gene-b3793	1232	1138	632	1498	1172	1054	370	341	72	251	135	58	132	51	host	wzyE
gene-b0440	82263	107586	42181	129498	78182	58088	44815	45885	20241	42993	30184	11588	13428	5026	host	hupB
gene-b3769	3423	3265	2150	3706	1383	1694	405	593	124	311	286	128	165	60	host	ilvM
gene-b0045	63	64	27	89	57	36	18	10	7	18	12	3	10	0	host	yaaU
gene-T4p204	0	2	61	164	89	113	132822	113975	144954	317648	180484	48896	56357	22910	phage	30.2
gene-b1585	920	1270	436	1989	1663	866	193	136	47	174	59	27	54	29	host	ynfC
gene-b2518	2289	1657	1101	1838	1402	1602	2534	2861	579	1231	733	153	247	83	host	ndk
gene-b3912	6824	7268	3499	10045	7015	4626	1205	1291	372	1000	594	334	507	157	host	cpxR
gene-b1638	3542	4472	1859	5478	4016	2715	1059	1081	308	643	365	211	303	101	host	pdxH
gene-b3875	2	8	2	13	7	8	7	4	2	4	4	0	3	0	host	ompL
gene-b1559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	host	ydfT
gene-b4716	64	126	31	143	81	64	80	51	15	50	18	14	21	2	host	cpxQ
gene-b1020	1220	691	305	1054	473	393	180	220	125	215	198	176	120	80	host	phoH
gene-b3867	9344	12253	4964	12513	9715	6605	2574	2491	673	1803	1033	484	777	234	host	hemN
gene-b4139	75258	120090	42528	150354	112654	59568	12853	10065	3628	10980	4941	3124	5338	1303	host	aspA
gene-b0919	5431	6322	2890	11437	7213	3188	623	359	169	665	306	226	393	75	host	ycbJ
gene-b4599	30	110	12	72	24	16	31	20	15	24	18	9	5	2	host	mgtS
gene-b2365	195	208	95	345	242	161	51	50	12	37	29	9	15	3	host	dsdX
gene-b3125	334	445	171	424	316	205	105	94	24	79	46	24	40	13	host	garR
gene-T4p215	1	3	92	695	296	131	70118	47056	85300	196272	99326	141554	155715	55254	phage	31.1
gene-b3486	2307	1297	602	1843	1012	788	198	191	60	190	83	66	111	32	host	rbbA
gene-b4670	172	172	115	517	398	211	104	120	20	57	26	11	15	2	host	yjeV
gene-b1394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	host	paaG
gene-b1839	1967	2703	1032	2948	2033	1381	410	413	115	266	182	74	142	40	host	yebY
gene-b2410	2839	2892	1390	3729	2591	1860	414	437	142	366	200	130	211	65	host	yfeH
gene-b0198	2684	2215	1204	2911	1719	1664	407	486	104	304	185	114	136	62	host	metI
gene-b1827	2113	2756	945	3023	1956	1618	659	563	140	441	203	120	160	62	host	kdgR
gene-T4p044	0	7	148	757	692	885	320197	295687	213977	496135	332843	122708	141634	52956	phage	42
gene-b3355	3464	3245	1437	5305	3718	2216	602	589	197	514	239	150	218	55	host	prkB
gene-b3332	350	383	134	618	449	225	70	56	21	48	32	10	29	5	host	gspK
gene-b1445	168	165	80	453	345	205	96	67	18	51	15	10	15	4	host	ortT
gene-b1726	1407	1956	846	2686	1982	1388	427	495	99	286	163	68	107	39	host	yniB
gene-b2724	57	52	21	43	27	19	10	7	0	4	3	3	5	1	host	hycB
gene-T4p185	0	2	124	4333	1909	876	11697	6213	18457	39351	19122	212443	196182	92606	phage	uvsY.-2
gene-b3363	3404	4994	1684	4147	3120	2770	1172	1195	293	731	376	234	275	119	host	ppiA
gene-b0283	496	498	248	1102	870	464	279	295	97	194	73	40	96	12	host	paoD
gene-b3326	249	276	115	369	311	180	67	65	14	65	27	16	17	3	host	gspE
gene-b1095	90684	98514	41749	105191	79699	59655	25264	28982	6603	15153	9163	3942	5267	2066	host	fabF
gene-T4p065	0	1	155	908	415	286	157973	134066	131829	323342	175132	241139	230970	105921	phage	55
gene-T4p180	0	0	8	47	24	14	22151	13830	17234	54924	23136	6249	7544	3402	phage	24.3
gene-b2161	61	72	32	109	72	42	13	13	1	11	5	2	6	4	host	nupX
gene-b0743	10936	21322	7665	27113	20582	17377	11765	10563	2228	6979	2332	1230	1763	376	host	lysT
gene-b1547	0	0	0	1	0	0	0	0	0	0	0	0	0	0	host	stfQ
gene-b2174	1184	1858	813	2108	1853	1644	387	517	82	259	166	68	112	46	host	lpxT
gene-b2305	870	827	429	1266	749	659	225	249	58	145	97	50	84	19	host	rpnB
gene-b2102	790	1163	452	1072	849	658	258	321	72	209	120	64	65	25	host	yegX
gene-b1635	2022	2048	919	2424	1528	942	236	217	89	210	132	76	106	37	host	gstA
gene-b1056	806	706	405	922	484	429	92	126	37	79	45	27	37	14	host	yceI
gene-b1180	3606	4037	1817	5157	3318	2520	607	600	204	438	310	175	226	69	host	ycgM
gene-b1441	81	47	25	104	65	49	12	16	3	12	8	5	9	1	host	ydcT
gene-b4352	2183	2342	908	2812	2021	1218	320	210	94	253	113	78	150	31	host	yjiA
gene-b1077	48083	46038	25074	76557	39361	34138	13097	18292	4327	8215	6722	2946	3561	1312	host	flgF
gene-b3224	296	273	90	285	195	140	64	48	15	45	15	9	15	6	host	nanT
gene-b3573	2205	2575	1189	2753	1904	1184	374	364	130	335	235	79	118	34	host	ysaA
gene-b0773	1335	1620	693	2105	1610	1080	425	442	106	329	166	65	119	24	host	ybhB
gene-b1365	13	4	4	23	24	13	6	5	0	4	3	1	3	0	host	ynaK
gene-b2259	810	745	382	1761	1072	783	186	225	59	135	74	37	45	15	host	pmrD
gene-b1738	234	419	181	569	391	339	96	120	29	71	33	20	16	12	host	chbB
gene-b0124	13459	13482	7039	13516	8188	7617	6748	8671	2460	5431	3524	940	1256	533	host	gcd
