Geneid	0_R1	0_R2	0_R3	30_R1	30_R2	30_R3	45_R1	45_R2	45_R3	75_R1	75_R2	75_R3	135_R1	135_R2	135_R3	Entity	Symbol
gene-FTB24_13585	4692	4876	3530	3619	4649	4250	3699	3728	3240	3260	2726	2695	3557	2604	3342	host	gene-FTB24_13585
gene-FTB24_18365	10648	8585	22946	8779	5370	6376	5105	5449	4429	4954	4306	3945	8560	8216	7659	host	infA
gene-FTB24_17710	757	1156	838	341	628	569	566	679	649	595	539	628	850	771	1059	host	gene-FTB24_17710
gene-FTB24_11490	7865	8886	4801	6347	11346	9530	7783	7931	7010	5634	5229	5102	7108	4275	6313	host	gene-FTB24_11490
gene-FTB24_05205	307	337	407	242	287	286	334	365	345	353	278	295	496	425	584	host	gene-FTB24_05205
gene-FTB24_01280	2031	1874	1508	1289	1647	1642	1590	1593	1568	1332	1194	1389	1789	1337	1800	host	gene-FTB24_01280
gene-FTB24_07345	11007	8446	4959	888	923	799	756	748	652	597	635	674	586	655	763	host	gene-FTB24_07345
gene-FTB24_03680	3879	6825	6115	8332	19824	24054	10091	16554	20756	11326	17041	21820	11909	8394	14970	host	gene-FTB24_03680
gene-FTB24_02215	2680	2886	1947	1629	2573	2129	1372	1481	1328	1084	1015	997	1227	1002	1300	host	gene-FTB24_02215
gene-FTB24_10225	659	501	807	743	483	609	482	432	332	389	328	332	663	594	595	host	gene-FTB24_10225
gene-FTB24_04015	1529	1455	1048	1591	2055	1924	1629	1678	1677	1278	1531	1601	1326	883	1262	host	gene-FTB24_04015
gene-FTB24_18390	24716	19856	47432	21231	14868	17685	13201	14375	12992	14564	13177	13730	21541	19728	20311	host	gene-FTB24_18390
gene-FTB24_18310	33727	51702	30794	16860	36518	34571	23152	30732	28617	25480	27701	28468	23914	17292	26771	host	rplM
gene-FTB24_12460	19263	12156	32732	29944	12256	13745	14571	14674	13695	15581	12260	13736	31009	27660	25258	host	infB
gene-JD032_16	161	118	138	84890	125288	89242	161685	213393	184582	136979	176029	177740	131165	104591	146775	phage	gene-JD032_16
gene-FTB24_19270	167	137	240	130	133	185	146	124	139	121	166	217	303	420	459	host	gene-FTB24_19270
gene-FTB24_13085	6	7	104	8	7	46	18	10	28	12	23	46	14	111	104	host	gene-FTB24_13085
gene-FTB24_02755	1313	1512	904	928	1489	1377	1304	1492	1513	975	1052	1204	1068	630	965	host	gene-FTB24_02755
gene-FTB24_12635	315	282	571	381	265	357	378	374	317	261	231	269	843	828	821	host	gene-FTB24_12635
gene-FTB24_00880	37450	44931	21760	17723	34461	30667	23391	27861	26132	22801	24995	28259	17622	10335	18385	host	gene-FTB24_00880
gene-JD032_29	8	6	35	368	318	1430	7566	7404	5304	23558	23093	28052	12343	36489	33742	phage	gene-JD032_29
gene-FTB24_00090	85782	83400	70614	77346	84034	78566	52447	51565	45332	38538	36011	37406	50159	35874	50597	host	gene-FTB24_00090
gene-FTB24_08515	536	508	787	437	409	448	322	313	346	268	298	318	562	659	653	host	gene-FTB24_08515
gene-FTB24_00490	367	242	748	446	317	457	492	451	423	669	573	657	1969	1630	1442	host	carA
gene-FTB24_09265	7	5	21	22	13	15	13	18	8	31	16	13	25	29	37	host	mobC
gene-FTB24_17680	558	592	593	515	737	789	632	657	648	418	442	536	390	393	554	host	gene-FTB24_17680
gene-FTB24_03820	69	31	113	55	39	61	42	44	57	55	48	44	69	130	132	host	gene-FTB24_03820
gene-FTB24_16005	277	331	262	191	384	336	279	360	273	269	294	351	265	275	313	host	gene-FTB24_16005
gene-FTB24_07360	265	293	288	118	150	125	160	200	161	158	164	184	228	136	217	host	gene-FTB24_07360
gene-FTB24_19320	183	191	192	112	129	178	161	173	150	128	131	150	224	241	340	host	srtB
gene-FTB24_06580	93	83	226	101	87	136	80	70	106	70	87	123	131	241	227	host	gene-FTB24_06580
gene-FTB24_01145	4553	5055	3523	4703	5447	4796	4358	4713	4407	3565	3409	3893	3802	2618	3762	host	gene-FTB24_01145
gene-FTB24_03325	584	790	785	1005	1251	917	1029	1025	819	1377	1283	1083	1940	1590	1850	host	gene-FTB24_03325
gene-FTB24_03670	1535	1829	1483	1566	2385	2090	2095	2213	2230	2481	2587	2810	1933	1438	2120	host	gene-FTB24_03670
gene-FTB24_16500	191	232	305	169	234	250	217	223	224	173	240	276	230	264	349	host	gene-FTB24_16500
gene-FTB24_17640	1067	1155	893	801	1204	1088	990	1121	959	781	733	650	786	661	765	host	larC
gene-FTB24_02290	1617	1764	945	1322	2017	1697	1585	1682	1538	1081	1083	1089	1180	750	1092	host	gene-FTB24_02290
gene-FTB24_00390	6618	6707	3412	4655	7502	6676	5065	6185	5515	4170	4303	5258	4361	3027	5054	host	gene-FTB24_00390
gene-FTB24_12125	4046	2431	6730	4224	2910	5086	3277	3115	5049	3313	2922	5451	8475	8953	16484	host	gene-FTB24_12125
gene-JD032_24	28	20	36	11224	14601	13455	22810	21939	16807	39387	37071	44109	23583	40002	37879	phage	gene-JD032_24
gene-JD032_36	31	21	54	1054	856	2945	34003	31548	20835	68262	58276	65734	40323	82661	78315	phage	gene-JD032_36
gene-FTB24_15225	483	468	455	399	547	486	627	629	583	579	612	622	612	510	597	host	gene-FTB24_15225
gene-FTB24_16715	16	21	302	39	29	116	67	43	74	42	65	100	34	276	272	host	gene-FTB24_16715
gene-FTB24_16215	23965	30548	18394	17552	26930	24665	24098	28136	26736	30139	28479	30308	23952	16766	23576	host	gene-FTB24_16215
gene-FTB24_04130	77	98	185	48	69	92	74	63	77	51	63	77	89	126	139	host	gene-FTB24_04130
gene-FTB24_11660	76	103	99	85	86	83	82	81	84	68	94	109	144	131	172	host	gene-FTB24_11660
gene-FTB24_13145	6816	5771	11032	7791	5096	5601	5149	5494	4704	6397	4564	4739	11284	9190	8887	host	fabD
gene-FTB24_11135	567	504	676	473	375	464	296	371	308	466	341	378	732	832	925	host	gene-FTB24_11135
gene-JD032_1	27	21	48	1433	1252	2437	28301	31215	22673	61762	48100	53881	38560	47998	51733	phage	gene-JD032_1
gene-FTB24_04990	317	421	419	236	280	340	308	339	285	410	435	450	551	545	552	host	gene-FTB24_04990
gene-FTB24_08975	9	8	56	17	9	67	34	19	39	21	20	56	45	140	143	host	pduL
gene-FTB24_18835	5055	9144	7830	2014	4949	4381	3433	5087	4541	3571	4914	3840	3166	1729	2869	host	gene-FTB24_18835
gene-FTB24_02775	227	219	349	270	333	320	301	305	262	210	199	225	226	264	286	host	gene-FTB24_02775
gene-FTB24_19225	7348	7902	7366	8467	10441	9526	11920	11426	10439	9735	9194	9750	10050	7168	9000	host	gene-FTB24_19225
gene-FTB24_07035	1522	1609	1522	1006	1705	1587	1325	1392	1285	1222	1206	1297	2130	1405	1996	host	gene-FTB24_07035
gene-FTB24_16670	460	345	315	402	484	581	455	446	398	291	254	257	463	410	511	host	gene-FTB24_16670
gene-FTB24_10030	3392	3575	2395	3048	3948	4065	2296	2334	2466	1884	1861	2074	2657	1848	2887	host	gene-FTB24_10030
gene-FTB24_07910	6247	6614	5580	6115	8163	7918	4747	5246	5455	3732	3946	4242	5434	3973	5813	host	gene-FTB24_07910
gene-FTB24_06510	4491	3800	3943	4782	5156	5237	4305	4273	4061	3718	3407	3928	5522	4468	5408	host	recO
gene-FTB24_13600	1848	2263	1620	1433	2429	2154	1710	1957	1846	1597	1621	1768	1487	1096	1479	host	gene-FTB24_13600
gene-FTB24_15410	674	686	561	425	899	673	502	595	543	395	558	605	317	164	318	host	gene-FTB24_15410
gene-FTB24_15975	1120	832	1413	919	840	880	770	734	700	642	519	599	1070	1038	1137	host	gene-FTB24_15975
gene-FTB24_16730	176	205	113	132	253	196	213	247	238	196	204	185	161	145	183	host	gene-FTB24_16730
gene-FTB24_17180	363	311	552	344	203	324	252	218	275	340	359	416	569	672	830	host	gene-FTB24_17180
gene-FTB24_14465	1617	1921	1076	1271	2021	1760	1536	1626	1588	1325	1323	1641	1442	851	1485	host	gene-FTB24_14465
gene-FTB24_13790	1826	1665	2074	1883	1592	1629	1532	1499	1333	1440	1247	1393	1311	1297	1401	host	gene-FTB24_13790
gene-FTB24_16015	11190	13378	7218	5490	7437	5748	3703	4038	3641	3479	3399	3096	5935	3985	4847	host	gene-FTB24_16015
gene-FTB24_03840	1199	1470	699	1005	1610	1375	1560	1630	1466	1380	1305	1259	1324	959	1294	host	gene-FTB24_03840
gene-FTB24_14075	75	43	379	105	67	193	127	90	158	72	119	189	120	385	407	host	leuA
gene-FTB24_11110	142	101	338	142	96	148	145	111	122	72	94	130	81	334	301	host	ilvC
gene-FTB24_11705	6283	5386	7300	5564	4653	4479	5447	5727	4645	6658	5837	5982	8086	7288	7145	host	gene-FTB24_11705
gene-FTB24_07180	350	532	323	235	420	369	326	378	380	380	415	456	992	685	1263	host	gene-FTB24_07180
gene-FTB24_12960	2405	2207	3148	1887	1811	1811	1511	1625	1374	1536	1229	1258	2700	2275	2563	host	gene-FTB24_12960
gene-FTB24_07865	212	291	155	213	337	314	224	283	288	201	186	210	154	109	191	host	gene-FTB24_07865
gene-FTB24_17750	68581	44888	68464	74592	48370	42962	41977	43685	40950	33893	28328	35864	46002	28287	38953	host	gene-FTB24_17750
gene-FTB24_18510	42066	35461	68873	32073	23795	25896	17908	19551	16527	21110	16806	17184	38777	34010	32644	host	gene-FTB24_18510
gene-FTB24_02575	281	378	251	250	285	293	283	305	242	256	251	262	305	322	365	host	gene-FTB24_02575
gene-FTB24_12695	1546	1160	1112	1153	1541	1329	1134	1390	1115	1009	1114	1022	1490	1210	1549	host	gene-FTB24_12695
gene-FTB24_06195	4193	3365	5706	4294	2717	3156	3602	2411	2960	2536	2071	2236	4570	3951	3949	host	selB
gene-FTB24_15555	8	6	18	5	2	5	3	1	6	2	1	7	9	8	12	host	gene-FTB24_15555
gene-FTB24_04645	770	845	664	830	1258	1220	1019	1072	1090	799	862	874	735	533	765	host	gene-FTB24_04645
gene-FTB24_12405	808	538	878	1379	842	1039	875	720	784	676	547	542	1301	1162	1069	host	gene-FTB24_12405
gene-FTB24_14765	106	113	313	102	134	197	114	89	130	85	111	140	148	298	319	host	gene-FTB24_14765
gene-FTB24_02060	285	356	289	165	335	352	307	344	283	216	277	300	351	307	412	host	gene-FTB24_02060
gene-FTB24_12280	195	190	245	151	146	172	127	119	119	92	86	118	207	209	270	host	gene-FTB24_12280
gene-FTB24_15685	463	347	1816	617	441	933	757	561	711	545	581	924	711	1710	1713	host	gene-FTB24_15685
gene-FTB24_11670	1549	2364	1594	1427	2197	2028	1678	1847	1905	1568	1621	1890	1661	1067	1791	host	gene-FTB24_11670
gene-FTB24_12870	384	546	365	317	577	496	529	694	673	640	727	764	696	585	810	host	gene-FTB24_12870
gene-FTB24_08550	456	603	377	475	788	753	3790	4489	3381	7825	8479	7823	9437	5390	8780	host	gene-FTB24_08550
gene-FTB24_14735	4309	4402	4826	2495	3124	3175	2627	2499	2291	2417	2230	2057	3539	2836	3165	host	gene-FTB24_14735
gene-FTB24_12935	4225	3963	5350	3392	3261	3276	3097	3222	2842	3638	2606	3005	4211	3629	3845	host	gene-FTB24_12935
gene-FTB24_02545	566	824	570	801	1266	1060	1142	1130	1097	1022	979	1105	967	744	976	host	gene-FTB24_02545
gene-FTB24_11430	167	216	103	109	176	203	95	93	115	75	94	86	165	138	220	host	gene-FTB24_11430
gene-FTB24_12540	1697	1935	1202	1144	1949	1770	1494	1437	1268	1280	1070	1046	1923	1292	1778	host	gene-FTB24_12540
gene-FTB24_17855	743	501	680	630	582	627	521	502	431	402	369	410	764	600	695	host	tsaE
gene-FTB24_04290	3403	3986	5173	2213	4463	3804	3540	3906	2854	5032	5381	4089	10216	6841	9664	host	gene-FTB24_04290
gene-FTB24_13165	5581	6163	8205	5606	5297	5243	4843	5376	4856	5083	4321	4270	8551	6133	6810	host	fapR
gene-FTB24_16080	2749	3101	2463	2309	3152	2922	2529	2756	2562	1973	2106	2049	2789	1845	2732	host	gene-FTB24_16080
gene-FTB24_17460	416	304	490	444	325	342	299	279	277	288	205	256	377	398	367	host	rfbC
gene-FTB24_01285	1629	1240	1948	1655	1441	1700	1471	1463	1372	1333	1089	1209	1826	1711	1962	host	gene-FTB24_01285
gene-FTB24_03625	676	433	700	1019	582	606	480	425	375	454	337	369	1220	985	987	host	gene-FTB24_03625
gene-FTB24_06465	6	8	27	7	8	16	15	17	15	4	17	18	9	45	38	host	gene-FTB24_06465
gene-FTB24_06645	10187	7743	13424	11131	7751	8226	5832	6375	6322	6746	5798	6570	22102	20454	22446	host	gene-FTB24_06645
gene-FTB24_07890	16120	14798	24037	23278	18613	19610	13356	15729	15554	15359	13868	17118	15774	14108	19046	host	hydG
gene-FTB24_15820	7782	7311	6804	4359	4978	4522	4944	4920	4117	4431	4118	4256	6575	4548	5938	host	gene-FTB24_15820
gene-FTB24_04085	28	40	35	18	24	30	38	22	25	32	35	32	29	51	52	host	gene-FTB24_04085
gene-FTB24_10055	640	564	629	667	673	721	694	733	707	723	650	722	692	548	735	host	gene-FTB24_10055
gene-FTB24_13265	4024	3512	4338	3494	3044	3132	2230	2343	2001	1984	1731	2063	3709	3174	3815	host	gene-FTB24_13265
gene-FTB24_06215	2971	3316	1492	1970	900	518	957	550	328	596	348	391	840	649	687	host	gene-FTB24_06215
gene-FTB24_11495	5476	6000	4686	4658	5149	5174	4516	4237	4049	4018	3808	3785	5517	4019	5230	host	proC
gene-FTB24_00125	4761	2823	3706	3858	2673	2678	2420	2441	2279	2154	1615	1909	3952	3466	3863	host	gene-FTB24_00125
gene-FTB24_14150	1136	1464	949	559	906	704	800	979	778	637	726	701	765	676	872	host	gene-FTB24_14150
gene-FTB24_16875	172682	148701	252831	231145	154785	165593	89833	95582	97004	78117	75235	95778	123477	94168	118153	host	gene-FTB24_16875
gene-FTB24_06180	18	35	114	45	34	63	62	46	41	47	47	68	109	177	176	host	gene-FTB24_06180
gene-FTB24_16285	5000	6534	4846	4124	7431	7084	6527	7282	7459	5358	6520	7379	4522	3486	5189	host	gene-FTB24_16285
gene-FTB24_12675	222	199	268	156	237	236	206	174	167	155	168	187	246	295	276	host	gene-FTB24_12675
gene-FTB24_18330	1362	1195	1638	1397	1861	1803	1430	1610	1317	1169	1030	1027	1822	1431	1730	host	gene-FTB24_18330
gene-FTB24_08785	1273	1929	1682	626	950	960	632	672	801	689	808	811	796	657	896	host	gene-FTB24_08785
gene-FTB24_10040	161	230	128	113	192	175	190	167	170	131	121	146	200	131	194	host	gene-FTB24_10040
gene-FTB24_15385	25	14	82	30	24	39	22	29	33	17	29	48	29	76	92	host	gene-FTB24_15385
gene-FTB24_04745	319	338	372	337	545	447	683	885	663	582	901	868	554	421	511	host	gene-FTB24_04745
gene-FTB24_02990	255	309	243	253	440	396	362	420	407	335	377	366	337	303	393	host	gene-FTB24_02990
gene-FTB24_06885	6983	7260	10193	6529	6521	7260	5601	6593	5423	6489	5399	5464	9992	7488	9055	host	gene-FTB24_06885
gene-FTB24_13870	296	295	556	378	367	423	484	431	391	552	395	408	1264	1064	1052	host	potA
gene-FTB24_11160	287	196	236	287	271	321	284	332	302	318	287	311	384	304	463	host	gene-FTB24_11160
gene-FTB24_18670	131	85	496	154	88	240	143	103	163	90	132	212	125	386	426	host	gene-FTB24_18670
gene-FTB24_08325	108	80	237	120	101	133	127	95	108	133	100	134	134	211	235	host	gene-FTB24_08325
gene-FTB24_06865	6059	4310	6000	6230	4988	5432	4853	4925	4501	5672	4308	4795	7744	7857	6739	host	gene-FTB24_06865
gene-FTB24_12505	41	42	73	33	51	56	58	68	55	52	70	99	79	130	134	host	gene-FTB24_12505
gene-FTB24_17655	3249	1407	1706	2497	1876	1840	2087	2193	1580	1909	1427	1453	2834	2155	2420	host	gene-FTB24_17655
gene-FTB24_00425	3161	3896	3045	2399	3607	3303	3649	3780	3373	2759	2290	2508	2790	2045	2914	host	gene-FTB24_00425
gene-FTB24_06985	3653	4003	2372	3335	4523	3861	3069	3401	3216	2433	2330	2542	2463	1860	2768	host	gene-FTB24_06985
gene-FTB24_17665	3449	2538	2595	2357	3156	2834	2021	2220	1912	1708	1452	1630	2503	1746	2253	host	gene-FTB24_17665
gene-FTB24_16650	2732	2500	3012	2584	2302	2275	2273	2241	2062	1684	1652	1662	2744	2530	2763	host	gene-FTB24_16650
gene-FTB24_13700	2708	3051	1964	1677	2693	2184	2047	2395	2037	1739	1905	2170	1874	1309	2087	host	gene-FTB24_13700
gene-FTB24_14840	59	62	256	171	190	261	146	117	116	124	80	154	222	272	317	host	gene-FTB24_14840
gene-FTB24_13460	2615	3104	2071	1994	3627	3507	2939	3494	3532	2620	3029	3367	2079	1474	2264	host	gene-FTB24_13460
gene-FTB24_02760	32	33	224	42	45	87	63	44	46	40	43	69	51	157	165	host	gene-FTB24_02760
gene-FTB24_06730	3943	4036	2735	3425	5148	4734	4324	4386	3866	4196	3484	3587	4925	3279	4581	host	gene-FTB24_06730
gene-FTB24_15950	582	518	681	317	358	396	363	432	337	317	265	318	365	342	420	host	gene-FTB24_15950
gene-FTB24_17295	739	830	516	1070	1379	1241	1132	1215	1039	874	854	1010	952	577	875	host	gene-FTB24_17295
gene-FTB24_01305	1879	1197	2037	1449	1086	1368	1277	1183	1047	1177	928	996	1572	1457	1579	host	gene-FTB24_01305
gene-FTB24_11865	1186	1440	2067	1655	1600	1831	1731	1764	1487	1560	1469	1499	2324	1786	2329	host	gene-FTB24_11865
gene-FTB24_15050	1497	910	1889	1455	816	1124	875	872	755	1302	900	971	2204	1977	2274	host	gene-FTB24_15050
gene-FTB24_14690	1903	1219	1544	1928	1640	1632	1439	1474	1191	1253	1055	1086	2228	1534	1741	host	nadE
gene-FTB24_09490	7	5	55	8	11	25	27	7	21	12	11	26	15	36	53	host	gene-FTB24_09490
gene-FTB24_14440	12271	12843	7805	16554	23047	20622	22064	22479	20903	16774	15365	15541	16031	8517	14461	host	gene-FTB24_14440
gene-FTB24_03135	247	226	274	147	308	280	230	288	325	270	291	267	404	377	485	host	gene-FTB24_03135
gene-FTB24_03130	584	558	559	508	798	726	781	794	751	697	678	693	810	768	916	host	gene-FTB24_03130
gene-FTB24_06530	70	95	265	79	76	94	99	102	108	101	127	117	121	282	268	host	gene-FTB24_06530
gene-FTB24_07290	79	76	192	103	128	164	141	117	129	123	99	144	183	174	196	host	gene-FTB24_07290
gene-FTB24_03975	6310	6352	3937	8980	9790	7563	5720	6341	6245	3291	3860	5675	7360	4467	6674	host	gene-FTB24_03975
gene-FTB24_10365	585	568	541	561	639	734	672	840	718	656	605	598	616	545	731	host	gene-FTB24_10365
gene-FTB24_14435	253	345	237	132	215	158	136	127	93	82	82	107	109	123	169	host	gene-FTB24_14435
gene-FTB24_16320	27	22	111	45	25	53	53	34	46	56	46	81	51	121	132	host	gene-FTB24_16320
gene-FTB24_17365	576	403	569	537	444	549	449	501	420	401	373	372	553	439	493	host	gene-FTB24_17365
gene-FTB24_10370	777	682	777	672	767	833	772	937	799	752	631	709	780	662	872	host	moaC
gene-FTB24_06850	182	218	208	123	176	170	180	195	215	230	192	235	284	308	376	host	gene-FTB24_06850
gene-FTB24_05820	104	119	171	115	141	175	182	206	195	182	235	278	288	291	476	host	gene-FTB24_05820
gene-FTB24_00740	788	639	920	672	487	565	530	483	418	352	302	363	530	613	626	host	gene-FTB24_00740
gene-FTB24_02300	1879	2106	845	1710	3322	3224	3406	3669	3532	2560	2563	2661	3334	2174	2886	host	gene-FTB24_02300
gene-FTB24_13380	5158	4299	3663	5383	5728	5045	5262	5159	4345	4989	4161	4109	5681	3825	4644	host	gene-FTB24_13380
gene-FTB24_10755	1604	1384	1574	1547	1460	1474	1352	1530	1333	1174	1018	1032	1720	1540	1808	host	gene-FTB24_10755
gene-FTB24_10990	273	319	735	238	152	242	170	185	238	202	179	280	260	403	483	host	kdpB
gene-FTB24_17850	954	584	983	927	755	822	732	705	567	574	509	511	894	779	794	host	tsaB
gene-FTB24_10170	205	312	276	116	169	194	201	197	221	267	280	291	332	271	346	host	gene-FTB24_10170
gene-FTB24_09290	6083	9073	8616	6645	10314	11172	7937	9138	9675	12256	13644	15178	9319	5835	9357	host	gene-FTB24_09290
gene-FTB24_00085	8315	6541	8754	6972	5314	5516	4567	3709	3359	3428	2816	2978	5812	4674	5105	host	gene-FTB24_00085
gene-FTB24_12945	604	627	777	399	454	444	554	689	504	637	581	597	563	454	555	host	gene-FTB24_12945
gene-FTB24_05490	2776	2389	3312	1811	1863	2076	1705	1914	1542	2047	1602	1566	3202	2586	2825	host	gene-FTB24_05490
gene-FTB24_01860	324	314	303	160	222	243	229	199	179	180	123	171	220	276	294	host	gene-FTB24_01860
gene-FTB24_06795	1695	1773	2122	1536	1240	1677	1450	1663	1516	1285	1168	1215	1511	1231	1461	host	gene-FTB24_06795
gene-FTB24_01055	8114	8402	8089	5862	7067	6670	5411	5594	5155	4352	4087	4279	5295	3633	4756	host	gene-FTB24_01055
gene-FTB24_10335	434	499	389	224	514	499	405	484	459	431	455	480	621	501	650	host	gene-FTB24_10335
gene-FTB24_10695	1145	1163	1007	827	1578	1534	1410	1502	1519	1223	1276	1417	1077	756	1147	host	gene-FTB24_10695
gene-FTB24_04730	1710	2238	1631	1350	2262	2151	1956	2298	2167	2007	2233	2434	2129	1545	2226	host	gene-FTB24_04730
gene-FTB24_00115	14296	13180	11366	9931	14243	12288	9768	10349	9062	7612	7534	8467	11417	7877	10657	host	gene-FTB24_00115
gene-FTB24_08040	826	532	542	629	590	842	367	461	486	307	243	369	571	665	863	host	gene-FTB24_08040
gene-FTB24_10890	549	622	402	317	597	590	418	493	495	497	565	743	931	773	1107	host	gene-FTB24_10890
gene-FTB24_02125	4468	2681	3755	3209	1612	1538	1490	1421	1085	1978	1439	1059	1039	750	580	host	gene-FTB24_02125
gene-FTB24_16170	134	198	240	159	284	287	238	221	301	259	304	415	455	440	781	host	gene-FTB24_16170
gene-FTB24_17795	260	254	224	157	294	296	243	296	304	215	229	269	280	231	346	host	gene-FTB24_17795
gene-FTB24_18550	34854	31094	50243	29021	22213	25674	17015	18301	16538	19755	15213	15994	33749	26018	29586	host	nusG
gene-JD032_41	97	70	106	4021	2796	5409	84652	85865	57212	167716	136334	145760	104907	151872	147960	phage	gene-JD032_41
gene-FTB24_04700	3172	3702	2265	2059	3736	3421	2446	2743	2339	2468	2543	2359	2700	1871	2965	host	gene-FTB24_04700
gene-FTB24_08880	4677	4347	8413	6015	3920	3845	2950	3406	3387	3295	2711	2912	6657	5022	5060	host	gene-FTB24_08880
gene-FTB24_16585	22	16	149	32	28	82	39	30	60	41	43	74	75	176	175	host	gene-FTB24_16585
gene-FTB24_10820	403	580	374	326	598	616	468	602	585	477	587	590	875	560	923	host	gene-FTB24_10820
gene-FTB24_17410	233	107	283	248	110	128	135	96	122	93	95	126	190	259	240	host	csrA
gene-FTB24_11925	4807	4538	3550	1554	2936	2503	1156	1627	1266	516	643	638	584	513	679	host	gene-FTB24_11925
gene-FTB24_16950	457	498	491	303	374	383	293	390	340	205	251	274	254	312	345	host	gene-FTB24_16950
gene-FTB24_07720	1672	1955	2089	1887	2302	2265	1816	1942	1876	1282	1693	1513	1473	1316	1558	host	gene-FTB24_07720
gene-FTB24_11250	11504	12150	13792	11721	14241	15187	9608	11420	10954	11379	9983	11561	10942	7637	11205	host	gltA
gene-FTB24_11510	1019	1085	1088	1009	1508	1475	1219	1194	1095	988	919	950	1249	1103	1502	host	gene-FTB24_11510
gene-FTB24_13225	450	441	564	210	494	368	558	663	640	454	479	457	450	506	583	host	gene-FTB24_13225
gene-FTB24_03335	638	599	1260	3979	2157	1898	1907	1646	1218	2146	1618	1493	4200	2914	3236	host	gene-FTB24_03335
gene-FTB24_18485	38379	25203	64978	25931	14783	18220	13094	12661	10812	13151	10355	9862	26044	26358	22757	host	gene-FTB24_18485
gene-FTB24_13220	560	583	456	580	852	816	708	715	756	629	606	701	458	367	547	host	gene-FTB24_13220
gene-FTB24_05290	11138	14319	14828	5970	7991	7513	6154	6955	6708	6841	7460	7905	8492	5953	8353	host	gene-FTB24_05290
gene-FTB24_03660	17	27	137	29	26	79	64	38	59	52	57	57	135	176	211	host	gene-FTB24_03660
gene-FTB24_07375	1236	1827	1707	1233	1819	1750	1578	1818	1810	1517	1745	1894	1515	1034	1551	host	gene-FTB24_07375
